Timestamp,Year,Month,TransactionID,ProductID,ProductName,ProductCategory,Quantity,Amount,Profit,Employee,StoreSector_product,PaymentMethod,Order_date
2020-01-14 12:00:00,2020,1,35,102,ProductC,Home Electronics,1,94.4033136198897,58.68539051065084,Emp1,SectionA,Credit Card,2020-01-14
2020-01-14 12:00:00,2020,1,35,102,ProductA,Audio & Headphones,1,144.0682720181379,77.13161512895323,Emp1,SectionC,Debit Card,2020-01-14
2020-01-15 17:00:00,2020,1,38,101,ProductB,Audio & Headphones,3,146.35032095584344,60.471938692906946,Emp2,SectionC,Credit Card,2020-01-15
2020-01-15 17:00:00,2020,1,38,101,ProductC,Audio & Headphones,3,30.253009033792516,-69.71678159174047,Emp2,SectionA,Credit Card,2020-01-15
2020-01-15 17:00:00,2020,1,38,101,ProductA,Home Electronics,1,188.8174974714677,108.05684928904536,Emp2,SectionB,Cash,2020-01-15
2020-01-15 17:00:00,2020,1,38,102,ProductB,Laptops & Computers,2,103.10024534399885,19.692138988456065,Emp1,SectionA,Debit Card,2020-01-15
2020-01-15 17:00:00,2020,1,38,102,ProductB,Smartphones & Accessories,2,35.11857025636263,-9.563861420156343,Emp2,SectionA,Cash,2020-01-15
2020-01-16 14:00:00,2020,1,43,103,ProductA,Laptops & Computers,2,193.91554808775655,151.78639583965062,Emp3,SectionC,Debit Card,2020-01-16
2020-01-16 14:00:00,2020,1,43,103,ProductB,Laptops & Computers,1,30.46161689063881,10.167618549823217,Emp2,SectionA,Debit Card,2020-01-16
2020-01-16 14:00:00,2020,1,43,101,ProductC,Audio & Headphones,1,125.56320793585733,42.019073430310584,Emp3,SectionC,Debit Card,2020-01-16
2020-01-17 14:00:00,2020,1,46,103,ProductC,Audio & Headphones,1,141.10857113845864,60.46176712136575,Emp2,SectionB,Cash,2020-01-17
2020-01-17 14:00:00,2020,1,46,101,ProductC,Audio & Headphones,3,33.42411624419863,19.93247782969028,Emp2,SectionA,Debit Card,2020-01-17
2020-01-17 14:00:00,2020,1,46,102,ProductA,Home Electronics,4,13.99728758036858,-83.89383380043252,Emp3,SectionC,Credit Card,2020-01-17
2020-01-18 08:00:00,2020,1,49,102,ProductB,Home Electronics,3,49.42479840770101,-24.545304203936446,Emp1,SectionA,Debit Card,2020-01-18
2020-01-18 08:00:00,2020,1,49,101,ProductC,Home Electronics,4,166.01672937313043,87.68650111914228,Emp3,SectionB,Debit Card,2020-01-18
2020-01-18 08:00:00,2020,1,49,103,ProductC,Smartphones & Accessories,4,157.95908601062018,58.131795094001816,Emp3,SectionC,Credit Card,2020-01-18
2020-01-18 08:00:00,2020,1,49,103,ProductB,Smartphones & Accessories,4,61.14578797913556,-14.11564259657672,Emp1,SectionC,Debit Card,2020-01-18
2020-01-19 08:00:00,2020,1,53,101,ProductC,Laptops & Computers,3,58.89194747389834,48.664879964097835,Emp2,SectionA,Cash,2020-01-19
2020-01-19 08:00:00,2020,1,53,101,ProductA,Home Electronics,3,105.13419251280456,11.393757632918735,Emp1,SectionB,Credit Card,2020-01-19
2020-01-19 08:00:00,2020,1,53,101,ProductB,Smartphones & Accessories,4,77.11157693058965,53.19724836828137,Emp3,SectionB,Credit Card,2020-01-19
2020-01-20 08:00:00,2020,1,56,102,ProductB,Smartphones & Accessories,4,36.5211660832514,-20.16636431780693,Emp3,SectionB,Debit Card,2020-01-20
2020-01-20 08:00:00,2020,1,56,102,ProductC,Smartphones & Accessories,1,117.65191008662441,105.68771142329885,Emp1,SectionB,Credit Card,2020-01-20
2020-01-21 10:00:00,2020,1,58,102,ProductC,Smartphones & Accessories,2,85.74370691966635,-13.0023681333316,Emp2,SectionC,Cash,2020-01-21
2020-01-21 10:00:00,2020,1,58,101,ProductB,Home Electronics,3,26.63052401236311,-60.2568152906472,Emp2,SectionB,Credit Card,2020-01-21
2020-01-21 10:00:00,2020,1,58,101,ProductC,Audio & Headphones,3,137.15182796639266,116.08840505032461,Emp2,SectionC,Cash,2020-01-21
2020-01-21 10:00:00,2020,1,58,101,ProductC,Audio & Headphones,3,40.8678328428816,-7.358099250420906,Emp1,SectionA,Debit Card,2020-01-21
2020-01-22 11:00:00,2020,1,62,102,ProductA,Laptops & Computers,1,157.78089834256897,69.59484880452912,Emp3,SectionC,Debit Card,2020-01-22
2020-01-22 11:00:00,2020,1,62,102,ProductC,Laptops & Computers,2,38.70745042684443,15.080050000512337,Emp1,SectionB,Credit Card,2020-01-22
2020-01-22 11:00:00,2020,1,62,102,ProductA,Home Electronics,2,23.272919854564947,-12.421485598206388,Emp1,SectionA,Debit Card,2020-01-22
2020-01-22 11:00:00,2020,1,62,103,ProductC,Home Electronics,4,140.6174171630451,91.67440434363215,Emp1,SectionC,Debit Card,2020-01-22
2020-01-22 11:00:00,2020,1,62,103,ProductC,Laptops & Computers,3,68.02086985684863,36.38190022531837,Emp1,SectionA,Cash,2020-01-22
2020-01-23 17:00:00,2020,1,67,102,ProductC,Home Electronics,1,57.83410182697623,16.057123352448265,Emp3,SectionC,Debit Card,2020-01-23
2020-01-23 17:00:00,2020,1,67,101,ProductB,Smartphones & Accessories,4,169.70977713935554,134.28345750732345,Emp3,SectionA,Cash,2020-01-23
2020-01-23 17:00:00,2020,1,67,101,ProductB,Audio & Headphones,4,74.13790600750623,34.08793842885033,Emp3,SectionC,Debit Card,2020-01-23
2020-01-23 17:00:00,2020,1,67,102,ProductC,Laptops & Computers,1,72.31794008543088,37.43284650240928,Emp3,SectionA,Credit Card,2020-01-23
2020-01-23 17:00:00,2020,1,67,103,ProductC,Smartphones & Accessories,2,172.26520857501,145.3424876179772,Emp1,SectionA,Cash,2020-01-23
2020-01-24 15:00:00,2020,1,72,102,ProductC,Laptops & Computers,2,181.26700849977806,114.14114744916894,Emp1,SectionB,Debit Card,2020-01-24
2020-01-25 10:00:00,2020,1,73,102,ProductB,Home Electronics,1,165.48480784683431,137.70821543842078,Emp3,SectionA,Cash,2020-01-25
2020-01-25 10:00:00,2020,1,73,102,ProductB,Audio & Headphones,2,85.34372177495624,65.34207968142186,Emp1,SectionA,Cash,2020-01-25
2020-01-25 10:00:00,2020,1,73,101,ProductB,Audio & Headphones,4,189.96369800174307,125.81631278777402,Emp2,SectionC,Debit Card,2020-01-25
2020-01-25 10:00:00,2020,1,73,103,ProductA,Home Electronics,2,10.369896303898155,-28.67353362574512,Emp3,SectionC,Cash,2020-01-25
2020-01-26 08:00:00,2020,1,77,101,ProductB,Smartphones & Accessories,2,87.32781741978452,37.39408718415858,Emp2,SectionC,Credit Card,2020-01-26
2020-01-26 08:00:00,2020,1,77,102,ProductB,Laptops & Computers,2,185.9725539131878,143.3472480985768,Emp2,SectionB,Debit Card,2020-01-26
2020-01-26 08:00:00,2020,1,77,103,ProductB,Laptops & Computers,1,113.41680444720873,97.51697326504036,Emp1,SectionC,Cash,2020-01-26
2020-01-26 08:00:00,2020,1,77,101,ProductC,Home Electronics,2,149.65351765177454,66.69120723467395,Emp2,SectionC,Credit Card,2020-01-26
2020-01-26 08:00:00,2020,1,77,103,ProductA,Smartphones & Accessories,1,51.225350496816745,-8.068009396848723,Emp1,SectionC,Cash,2020-01-26
2020-01-27 08:00:00,2020,1,82,102,ProductA,Home Electronics,4,98.57361078223504,62.44275747193814,Emp3,SectionA,Cash,2020-01-27
2020-01-27 08:00:00,2020,1,82,103,ProductA,Home Electronics,3,23.163991803491218,-4.734386821211309,Emp2,SectionB,Credit Card,2020-01-27
2020-01-28 09:00:00,2020,1,84,102,ProductB,Smartphones & Accessories,3,150.21911397578768,92.23720243314096,Emp2,SectionA,Credit Card,2020-01-28
2020-01-29 08:00:00,2020,1,85,103,ProductC,Home Electronics,3,84.38080178883965,65.31114722947655,Emp2,SectionB,Debit Card,2020-01-29
2020-01-29 08:00:00,2020,1,85,101,ProductB,Audio & Headphones,1,63.70130623209393,-22.44416946105204,Emp3,SectionC,Credit Card,2020-01-29
2020-01-29 08:00:00,2020,1,85,101,ProductB,Laptops & Computers,1,20.75631054186004,-58.80523122506438,Emp2,SectionB,Debit Card,2020-01-29
2020-01-29 08:00:00,2020,1,85,101,ProductB,Audio & Headphones,4,101.27466624057651,22.58249597891441,Emp1,SectionB,Credit Card,2020-01-29
2020-01-30 16:00:00,2020,1,89,102,ProductC,Audio & Headphones,1,38.40719178785504,-61.17318830170615,Emp1,SectionB,Credit Card,2020-01-30
2020-01-30 16:00:00,2020,1,89,102,ProductA,Audio & Headphones,4,97.03692729458581,32.098188801834425,Emp1,SectionB,Cash,2020-01-30
2020-01-31 08:00:00,2020,1,91,101,ProductB,Smartphones & Accessories,2,80.121660670167,-12.009670605297813,Emp3,SectionA,Debit Card,2020-01-31
2020-02-01 11:00:00,2020,2,92,102,ProductA,Smartphones & Accessories,2,113.05378420407263,60.47689843914915,Emp2,SectionA,Cash,2020-02-01
2020-02-01 11:00:00,2020,2,92,101,ProductA,Laptops & Computers,4,12.31710445738985,-70.64909285939245,Emp3,SectionB,Cash,2020-02-01
2020-02-01 11:00:00,2020,2,92,101,ProductC,Audio & Headphones,1,83.96683296642915,44.76142927179643,Emp3,SectionC,Cash,2020-02-01
2020-02-01 11:00:00,2020,2,92,103,ProductB,Laptops & Computers,4,155.29040286607656,136.4083729948496,Emp3,SectionC,Debit Card,2020-02-01
2020-02-01 11:00:00,2020,2,92,102,ProductB,Home Electronics,1,60.46846474842755,33.94552694462517,Emp1,SectionA,Credit Card,2020-02-01
2020-02-02 11:00:00,2020,2,97,102,ProductB,Home Electronics,4,52.49083785667848,-8.368393019596759,Emp3,SectionC,Cash,2020-02-02
2020-02-02 11:00:00,2020,2,97,102,ProductC,Laptops & Computers,4,100.64801679913747,39.37783507004785,Emp2,SectionC,Cash,2020-02-02
2020-02-02 11:00:00,2020,2,97,103,ProductC,Laptops & Computers,3,104.67859547034817,74.25197838852006,Emp2,SectionA,Debit Card,2020-02-02
2020-02-02 11:00:00,2020,2,97,101,ProductC,Audio & Headphones,2,162.3227156191172,65.20851769634045,Emp3,SectionC,Credit Card,2020-02-02
2020-02-02 11:00:00,2020,2,97,103,ProductA,Audio & Headphones,1,35.20899367768935,-20.38227042285581,Emp3,SectionB,Cash,2020-02-02
2020-02-03 08:00:00,2020,2,102,103,ProductB,Laptops & Computers,3,130.6349382688217,96.75579828902812,Emp1,SectionC,Cash,2020-02-03
2020-02-04 16:00:00,2020,2,103,103,ProductC,Home Electronics,4,50.317021335225746,5.331244898443174,Emp3,SectionB,Debit Card,2020-02-04
2020-02-04 16:00:00,2020,2,103,101,ProductA,Audio & Headphones,4,131.3852387967033,49.193351465273594,Emp2,SectionA,Cash,2020-02-04
2020-02-05 14:00:00,2020,2,105,101,ProductA,Smartphones & Accessories,2,97.51792176115467,71.93457499157873,Emp2,SectionC,Credit Card,2020-02-05
2020-02-05 14:00:00,2020,2,105,103,ProductB,Laptops & Computers,3,157.37575538094336,118.41233028039085,Emp1,SectionA,Cash,2020-02-05
2020-02-06 16:00:00,2020,2,107,101,ProductA,Home Electronics,3,55.506108459858716,-0.6688985375001693,Emp1,SectionB,Debit Card,2020-02-06
2020-02-07 12:00:00,2020,2,108,101,ProductB,Audio & Headphones,3,65.78949832933985,2.074512465422046,Emp2,SectionC,Cash,2020-02-07
2020-02-07 12:00:00,2020,2,108,101,ProductC,Home Electronics,1,81.48055775732016,66.31981698633561,Emp3,SectionB,Debit Card,2020-02-07
2020-02-08 15:00:00,2020,2,110,102,ProductC,Smartphones & Accessories,3,103.98439480998073,41.7727178736829,Emp1,SectionC,Credit Card,2020-02-08
2020-02-08 15:00:00,2020,2,110,102,ProductB,Smartphones & Accessories,4,53.88410594335114,-15.373001170501844,Emp1,SectionA,Debit Card,2020-02-08
2020-02-08 15:00:00,2020,2,110,101,ProductA,Home Electronics,4,107.40174323282999,41.40849944958653,Emp2,SectionA,Debit Card,2020-02-08
2020-02-08 15:00:00,2020,2,110,103,ProductB,Laptops & Computers,4,152.5838031543189,62.21609416900969,Emp1,SectionA,Debit Card,2020-02-08
2020-02-08 15:00:00,2020,2,110,102,ProductA,Audio & Headphones,4,113.87586781626672,79.33345284870619,Emp2,SectionB,Debit Card,2020-02-08
2020-02-09 08:00:00,2020,2,115,103,ProductC,Smartphones & Accessories,2,37.72268296654366,-56.255685739917496,Emp1,SectionA,Cash,2020-02-09
2020-02-09 08:00:00,2020,2,115,101,ProductC,Audio & Headphones,2,79.01962516416773,13.133777362964253,Emp3,SectionC,Credit Card,2020-02-09
2020-02-09 08:00:00,2020,2,115,103,ProductA,Laptops & Computers,1,126.51236243847524,34.46086630930779,Emp1,SectionA,Cash,2020-02-09
2020-02-09 08:00:00,2020,2,115,103,ProductB,Audio & Headphones,1,36.11287261974704,-6.2448535790089394,Emp2,SectionC,Debit Card,2020-02-09
2020-02-09 08:00:00,2020,2,115,101,ProductC,Laptops & Computers,2,195.14338678019638,147.813332979376,Emp1,SectionA,Cash,2020-02-09
2020-02-10 16:00:00,2020,2,120,103,ProductB,Audio & Headphones,4,196.79248974787802,105.94445848096295,Emp2,SectionB,Cash,2020-02-10
2020-02-10 16:00:00,2020,2,120,101,ProductC,Home Electronics,1,51.050735964240246,-30.178424318872814,Emp1,SectionA,Cash,2020-02-10
2020-02-11 14:00:00,2020,2,122,101,ProductB,Laptops & Computers,1,161.161520420022,149.5078769925142,Emp2,SectionC,Credit Card,2020-02-11
2020-02-11 14:00:00,2020,2,122,101,ProductB,Laptops & Computers,4,135.01458313297084,35.30318094924563,Emp1,SectionA,Debit Card,2020-02-11
2020-02-11 14:00:00,2020,2,122,101,ProductC,Laptops & Computers,2,75.99786250874851,41.43082237876482,Emp2,SectionC,Credit Card,2020-02-11
2020-02-11 14:00:00,2020,2,122,103,ProductA,Laptops & Computers,3,71.64366322426253,53.61317793616291,Emp3,SectionB,Cash,2020-02-11
2020-02-12 12:00:00,2020,2,126,101,ProductB,Laptops & Computers,1,168.6824562653518,146.56497393974476,Emp1,SectionA,Credit Card,2020-02-12
2020-02-13 13:00:00,2020,2,127,102,ProductC,Audio & Headphones,4,112.58219163603579,84.30667087609027,Emp3,SectionB,Credit Card,2020-02-13
2020-02-13 13:00:00,2020,2,127,101,ProductC,Laptops & Computers,2,118.45943779541865,53.64140199463476,Emp2,SectionC,Credit Card,2020-02-13
2020-02-13 13:00:00,2020,2,127,103,ProductA,Smartphones & Accessories,3,186.9970719960941,156.4187202933081,Emp2,SectionC,Cash,2020-02-13
2020-02-14 15:00:00,2020,2,130,102,ProductC,Home Electronics,2,195.63635367272298,104.80081786866147,Emp3,SectionC,Credit Card,2020-02-14
2020-02-14 15:00:00,2020,2,130,103,ProductA,Laptops & Computers,3,148.39940484888572,54.40874391356502,Emp2,SectionA,Cash,2020-02-14
2020-02-14 15:00:00,2020,2,130,102,ProductB,Smartphones & Accessories,1,47.244658839880664,-27.560804818571732,Emp1,SectionA,Credit Card,2020-02-14
2020-02-14 15:00:00,2020,2,130,102,ProductB,Home Electronics,1,37.381629814353154,-23.92912506118823,Emp2,SectionA,Credit Card,2020-02-14
2020-02-15 10:00:00,2020,2,134,102,ProductB,Laptops & Computers,4,24.04409232762141,4.297994562660595,Emp1,SectionA,Cash,2020-02-15
2020-02-15 10:00:00,2020,2,134,101,ProductA,Audio & Headphones,3,121.39837920164565,92.593462175998,Emp2,SectionA,Debit Card,2020-02-15
2020-02-15 10:00:00,2020,2,134,102,ProductB,Laptops & Computers,2,177.04142208301656,149.00177654516804,Emp2,SectionA,Debit Card,2020-02-15
2020-02-16 17:00:00,2020,2,137,101,ProductA,Audio & Headphones,1,195.10537987581688,120.20338998167875,Emp2,SectionB,Credit Card,2020-02-16
2020-02-16 17:00:00,2020,2,137,102,ProductC,Laptops & Computers,3,38.421865662708626,3.8728428970157864,Emp1,SectionA,Debit Card,2020-02-16
2020-02-16 17:00:00,2020,2,137,103,ProductC,Smartphones & Accessories,3,94.76668280879677,82.06937850752252,Emp3,SectionA,Cash,2020-02-16
2020-02-16 17:00:00,2020,2,137,101,ProductA,Smartphones & Accessories,2,74.74435247155893,-13.658483742236157,Emp1,SectionB,Debit Card,2020-02-16
2020-02-17 17:00:00,2020,2,141,102,ProductA,Home Electronics,4,117.9633525336403,57.62464441840468,Emp2,SectionC,Debit Card,2020-02-17
2020-02-17 17:00:00,2020,2,141,102,ProductA,Smartphones & Accessories,1,73.67792454045822,16.86008789126697,Emp2,SectionA,Credit Card,2020-02-17
2020-02-17 17:00:00,2020,2,141,102,ProductB,Home Electronics,1,80.65862592492364,46.483589522810504,Emp2,SectionB,Cash,2020-02-17
2020-02-17 17:00:00,2020,2,141,101,ProductB,Audio & Headphones,4,23.68233657788368,-50.006296156873766,Emp2,SectionA,Credit Card,2020-02-17
2020-02-17 17:00:00,2020,2,141,103,ProductB,Audio & Headphones,1,33.953061547571714,-44.94297593162714,Emp1,SectionA,Cash,2020-02-17
2020-02-18 12:00:00,2020,2,146,102,ProductA,Smartphones & Accessories,3,177.20607198110346,133.15969880873325,Emp3,SectionB,Debit Card,2020-02-18
2020-02-18 12:00:00,2020,2,146,101,ProductB,Home Electronics,2,101.155009726781,84.52267282719123,Emp3,SectionB,Credit Card,2020-02-18
2020-02-19 08:00:00,2020,2,148,101,ProductA,Home Electronics,1,45.199287060876365,0.6002023846334623,Emp1,SectionC,Cash,2020-02-19
2020-02-20 09:00:00,2020,2,149,101,ProductB,Laptops & Computers,3,27.73341251738224,-22.87104176537595,Emp2,SectionB,Credit Card,2020-02-20
2020-02-21 11:00:00,2020,2,150,102,ProductA,Audio & Headphones,3,150.1451765791715,86.1594589421185,Emp2,SectionC,Credit Card,2020-02-21
2020-02-21 11:00:00,2020,2,150,103,ProductA,Laptops & Computers,3,137.36555316778637,79.99891594027554,Emp3,SectionC,Credit Card,2020-02-21
2020-02-22 13:00:00,2020,2,152,103,ProductC,Audio & Headphones,4,167.5703158955137,89.22064932169368,Emp3,SectionC,Credit Card,2020-02-22
2020-02-22 13:00:00,2020,2,152,102,ProductC,Home Electronics,1,57.102570800924504,-29.129483753288888,Emp1,SectionC,Debit Card,2020-02-22
2020-02-22 13:00:00,2020,2,152,101,ProductC,Audio & Headphones,4,54.02851568693216,32.07377604208226,Emp2,SectionC,Cash,2020-02-22
2020-02-22 13:00:00,2020,2,152,103,ProductB,Home Electronics,2,141.04411336324728,42.05324667917587,Emp3,SectionA,Debit Card,2020-02-22
2020-02-23 12:00:00,2020,2,156,101,ProductA,Audio & Headphones,1,34.81822578022596,-57.70045268019882,Emp2,SectionA,Debit Card,2020-02-23
2020-02-23 12:00:00,2020,2,156,102,ProductB,Audio & Headphones,4,81.29557537746493,40.08923717723852,Emp3,SectionA,Cash,2020-02-23
2020-02-24 14:00:00,2020,2,158,103,ProductB,Audio & Headphones,2,60.20985922764605,49.873910620318135,Emp3,SectionC,Cash,2020-02-24
2020-02-24 14:00:00,2020,2,158,102,ProductA,Smartphones & Accessories,4,39.74370887402622,-3.4258035061652947,Emp2,SectionC,Debit Card,2020-02-24
2020-02-24 14:00:00,2020,2,158,102,ProductC,Home Electronics,4,152.94203534135363,53.021609750415465,Emp1,SectionA,Cash,2020-02-24
2020-02-24 14:00:00,2020,2,158,102,ProductB,Audio & Headphones,4,150.3852156750751,136.17030321577306,Emp1,SectionB,Credit Card,2020-02-24
2020-02-24 14:00:00,2020,2,158,103,ProductB,Smartphones & Accessories,2,36.14414695839978,25.065881452980292,Emp2,SectionA,Debit Card,2020-02-24
2020-02-25 13:00:00,2020,2,163,101,ProductA,Audio & Headphones,2,165.57884089363074,134.43374577974174,Emp2,SectionC,Cash,2020-02-25
2020-02-25 13:00:00,2020,2,163,102,ProductC,Audio & Headphones,4,157.14067437300568,130.29574205163988,Emp3,SectionB,Cash,2020-02-25
2020-02-26 11:00:00,2020,2,165,102,ProductB,Home Electronics,3,146.43319583950375,119.73843039847583,Emp2,SectionA,Debit Card,2020-02-26
2020-02-26 11:00:00,2020,2,165,103,ProductC,Smartphones & Accessories,4,184.6478837071018,123.86607773572203,Emp1,SectionA,Cash,2020-02-26
2020-02-27 11:00:00,2020,2,167,102,ProductC,Home Electronics,3,19.318751113210215,-13.364788058004809,Emp3,SectionB,Cash,2020-02-27
2020-02-27 11:00:00,2020,2,167,103,ProductC,Audio & Headphones,4,197.05046583968075,150.67833305868558,Emp1,SectionB,Credit Card,2020-02-27
2020-02-27 11:00:00,2020,2,167,103,ProductA,Audio & Headphones,1,35.157259153198225,6.008219476431496,Emp3,SectionA,Credit Card,2020-02-27
2020-02-27 11:00:00,2020,2,167,101,ProductC,Laptops & Computers,4,199.79762549839182,146.45436535374859,Emp3,SectionC,Cash,2020-02-27
2020-02-27 11:00:00,2020,2,167,102,ProductC,Laptops & Computers,4,108.00688814143122,86.3089775591704,Emp3,SectionA,Credit Card,2020-02-27
2020-02-28 10:00:00,2020,2,172,101,ProductA,Audio & Headphones,4,150.74256323740477,119.22751015193644,Emp1,SectionC,Cash,2020-02-28
2020-02-28 10:00:00,2020,2,172,103,ProductA,Smartphones & Accessories,3,34.94987209179298,9.5987513645144,Emp1,SectionC,Credit Card,2020-02-28
2020-02-28 10:00:00,2020,2,172,103,ProductB,Laptops & Computers,3,187.46470780545664,170.48344098517956,Emp2,SectionC,Credit Card,2020-02-28
2020-02-28 10:00:00,2020,2,172,101,ProductB,Smartphones & Accessories,4,149.0563261349768,55.88905549555639,Emp2,SectionB,Debit Card,2020-02-28
2020-02-29 14:00:00,2020,2,176,102,ProductA,Home Electronics,3,78.47621945799933,-7.0989940810197965,Emp1,SectionB,Debit Card,2020-02-29
2020-03-01 08:00:00,2020,3,177,103,ProductA,Home Electronics,3,167.11720930263388,71.60057685272402,Emp3,SectionA,Debit Card,2020-03-01
2020-03-01 08:00:00,2020,3,177,101,ProductA,Home Electronics,2,129.79383495191837,96.55432544274794,Emp3,SectionB,Cash,2020-03-01
2020-03-02 11:00:00,2020,3,179,103,ProductA,Smartphones & Accessories,4,47.59538618334443,25.63486487670626,Emp1,SectionC,Credit Card,2020-03-02
2020-03-02 11:00:00,2020,3,179,102,ProductA,Laptops & Computers,1,20.542728736752167,-49.08510674278442,Emp3,SectionC,Credit Card,2020-03-02
